Armor Hero Atlas,Zheng Guowei,"Xu Feng, Cao Xiyue, Kenny Zeng",China,"Science fiction action[31]
"
Army of Frankensteins,Ryan Bellgardt,"Jordan Farris, Christian Bellgardt, Rett Terrell",United States,"Science fiction horror[32]
"
Autómata,Gabe Ibáñez,"Antonio Banderas, Melanie Griffith, Dylan McDermott ",SpainUnited States,"
"
Beyond,Joseph Baker and Tom Large,"Richard J. Danum, Gillian MacGregor, Paul Brannigan",United Kingdom,"Independent psychological drama[33]
"
Big Hero 6,Don Hall,"Ryan Potter (voice), Scott Adsit (voice), Jamie Chung (voice), Damon Wayans Jr. (voice), Genesis Rodriguez (voice), T. J. Miller (voice)",United States,"Animation
"
Black Butler,"Kentarō Ōtani, Keiichi Satō","Hiro Mizushima, Ayame Goriki, Yūka",Japan,"Science fiction action[34]
"
Bodacious Space Pirates: Abyss of Hyperspace,Tatsuo Satō,,Japan,"
"
Bugs,Yan Jia,"Xia Zitong, Zhang Zilin, Eric Wang",China,"Science fiction disaster thriller[35]
"
Calculator,Dmitriy Grachev,"Evgeniy Mironov, Vinnie Jones",Russia,"[36]
"
Captain America: The Winter Soldier,Russo brothers,"Chris Evans, Scarlett Johansson, Anthony Mackie, Emily VanCamp",United States,"Superhero
"
Christmas Icetastrophe,Jonathan Winfrey,"Victor Webster, Jennifer Spence",United States,"Television film[37]
"
Coherence,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon",United States,"
"
Dawn of the Planet of the Apes,Matt Reeves,"Jason Clarke, Kodi Smit-McPhee, Andy Serkis",United States,"
"
The Device,Jeremy Berg,"Kate Alden, Angela DiMarco, Lorraine Montez",United States,"[38]
"
Divergent,Neil Burger,"Shailene Woodley, Theo James, Ansel Elgort",United States,"
"
Earth to Echo,Dave Green,,United States,"
"
Edge of Tomorrow,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton",AustraliaUnited States,"Time travel action
"
Ejecta,"Chad Archibald, Matt Wiele","Lisa Houle, Julian Richings, Adam Seybold",Canada,"
"
Expelled from Paradise,Seiji Mizushima,"Rie Kugimiya (voice), Shin-ichiro Miki (voice), Hiroshi Kamiya (voice)",Japan,"Anime film
"
The Giver,Phillip Noyce,"Brenton Thwaites, Jeff Bridges, Meryl Streep, Taylor Swift",United States,"
"
Die Gstettensaga: The Rise of Echsenfriedl,Johannes Grenzfurthner,"Lukas Tagwerker, Sophia Grabner, Jeff Ricketts",Austria,"Post-apocalyptic art house comedy
"
Godzilla,Gareth Edwards,"Aaron Johnson, Elizabeth Olsen, Bryan Cranston",JapanUnited States,"Monster movie
"
Guardians of the Galaxy,James Gunn,"Chris Pratt, Dave Bautista, Zoe Saldana",United States,"Superhero
"
The Hunger Games: Mockingjay – Part 1,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",United States,"Young adult dystopia
"
Interstellar,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Topher Grace, Michael Caine",United KingdomUnited States,"Action drama
"
Justice League: War,Jay Oliva,"Alan Tudyk, Shemar Moore, Steve Blum",United States,"Animated superhero film[39]
"
Lucy,Luc Besson,"Scarlett Johansson, Morgan Freeman",France,"Posthuman
"
The Maze Runner,Wes Ball,"Dylan O'Brien, Will Poulter, Thomas Sangster, Aml Ameen",United States,"Young adult action
"
"Monsters: Dark Continent
","Tom Green
","Johnny Harris, Sam Keeley, Joe Dempsie
","United Kingdom
","Monster film
"
Outpost 37,Jabbar Raisani,"Kenneth Fok, Stevel Marc, Joe Reegan",South AfricaUnited Kingdom,"Action thriller
"
Mr. Peabody & Sherman,Rob Minkoff,"Ty Burrell, Max Charles",United States,"
"
Parasyte: Part 1,Takashi Yamazaki,,Japan,"Horror[40]
"
Predestination,"Peter Spierig, Michael Spierig",Ethan Hawke,Australia,"Time travel
"
The Purge: Anarchy,James DeMonaco,"Frank Grillo, Carmen Ejogo",United States,"Dystopian thriller
"
The Quiet Hour,Stéphanie Joalland,"Karl Davies, Brigitte Millar, Dakota Blue Richards",IrelandUnited Kingdom,"[41]
"
RoboCop,José Padilha,"Joel Kinnaman, Gary Oldman, Michael Keaton, Samuel L. Jackson",United States,"Cyberpunk action
"
The Signal,William Eubank,"Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Sarah Clarke",United States,"Mystery
"
Son of Batman,Ethan Spaulding,"Jason O'Mara, Thomas Gibson, Stuart Allan",United States,"Animated superhero film[42]
"
Space Station 76,Jack Plotnick,"Patrick Wilson, Liv Tyler, Matt Bomer",United States,"Retro comedy
"
Teenage Mutant Ninja Turtles,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner, Whoopi Goldberg",United States,"Action comedy
"
Time Lapse,Bradley D. King,"Danielle Panabaker, Matt O'Leary, George Finn",United States,"Thriller
"
Transcendence,Wally Pfister,"Johnny Depp, Paul Bettany, Rebecca Hall",United States,"Posthuman
"
Transformers: Age of Extinction,Michael Bay,"Mark Wahlberg, Jack Reynor, Nicola Peltz",United States,"Action
"
Space Battleship Yamato 2199: Odyssey of the Celestial Ark,,,Japan,"Anime film
"
Space Battleship Yamato 2199: A Voyage to Remember,,,Japan,"Anime film
"
Spring,Aaron Scott Moorhead,"Vanessa Bednar, Nadia Hilker, Lou Taylor Pucci",United States,"
"
Under the Skin,Jonathan Glazer,"Scarlett Johansson, Kryštof Hádek, Robert J. Goodwin",United Kingdom,"Art film
"
Wyrmwood,Kiah Roache-Turner,"Jay Gallagher, Bianca Bradley, Leon Burchill",Australia,"Science fiction horror[43]
"
X-Men: Days of Future Past,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence",United States,"Superhero
"
"Advantageous
","Jennifer Phang
","Jacqueline Kim, James Urbaniak, Freya Adams, Ken Jeong, Samantha King
","United States
","Drama
"
Aliens: Zone-X,Thomas R. Dickens,"David J. Burke, Chris Harper",United States,"
"
Ant-Man,Peyton Reed,"Paul Rudd, Michael Douglas, Evangeline Lilly",United States,"Superhero
"
Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson",United States,"Superhero
"
Chappie,Neill Blomkamp,"Sharlto Copley, Watkin Tudor Jones, Yolandi Visser",United States,"
"
"Circle
","Aaron Hann
","Michael Nardelli, Carter Jenkins, Lawrence Kao, Allegra Masters
","United States
","psychological horror-thriller
"
The Divergent Series: Insurgent,Robert Schwentke,"Shailene Woodley, Theo James, Ansel Elgort",United States,"
"
The End of the World and the Cat's Disappearance,Michihiro Takeuchi,"Izukoneko, Jun Aonami, Daisuke Nishijima",Japan,"[44]
"
Equals,Drake Doremus,"Nicholas Hoult, Vernetta Lopez, Scott Lawrence",United States,"Romantic drama
"
Ex Machina,Alex Garland,"Domhnall Gleeson, Alicia Vikander, Oscar Isaac",United Kingdom,"Posthuman
"
Fantastic Four,Josh Trank,"Miles Teller, Kate Mara, Michael B. Jordan, Jamie Bell",United States,"Superhero
"
Ghost in the Shell: The New Movie,,,Japan,"
"
Hardcore Henry,Ilya Naishuller,"Sharlto Copley, Tim Roth, Haley Bennett",RussiaUnited States,"Action adventure
"
The Hunger Games: Mockingjay – Part 2,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",United States,"
"
Infini,Shane Abbess,"Daniel MacPherson, Grace Huang, Luke Hemsworth",Australia,"
"
Jupiter Ascending,The Wachowskis,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",United States,"Space opera
"
Jurassic World,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins, Nick Robinson",United States,"
"
Kung Fury,David Sandberg,"David Sandberg, Jorma Taccone, Leopold Nilsson",Sweden,"Short film
"
Lavalantula,Mike Mendez,"Steve Guttenberg, Nia Peeples, Patrick Renna",United States,"Television film[45]
"
Mad Max: Fury Road,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult",AustraliaUnited States,"Post-apocalyptic action
"
The Martian,Ridley Scott,"Matt Damon, Jessica Chastain, Jeff Daniels",United States,"Survival drama
"
Maze Runner: The Scorch Trials,Wes Ball,"Dylan O'Brien, Thomas Brodie-Sangster, Giancarlo Esposito",United States,"
"
"MindGamers
","Andrew Goth
","Tom Payne, Dominique Tipper, Sam Neill, Melia Kreiling, Antonia Campbell-Hughes, Turlough Convery, Oliver Stark, Ryan Doyle, Simon Paisley Day, Pedja Bjelac, Ursula Strauss
","Austria
","
"
Monsters: Dark Continent,Tom Green,"Joe Dempsie, Johnny Harris, Sofia Boutella",United Kingdom,"Monster movie
"
On Line,Li Changxin,"Liu Mengmeng, Li Ning, Kang Enhe",China,"Action[46]
"
Pixels,Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",United States,"Action comedy
"
Project Almanac,Dean Israelite,"Jonny Weston, Sofia Black-D'Elia, Amy Landecker",United States,"
"
Psycho-Pass: The Movie,Naoyoshi Shiotani,,Japan,"Anime film
"
Self/less,Tarsem Singh,"Ryan Reynolds, Ben Kingsley",United States,"Mystery thriller
"
Star Wars: The Force Awakens,J. J. Abrams,"Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,"Space opera
"
Tales of Halloween,"Neil Marshall, Darren Lynn Bousman, Axelle Carolyn","Grace Phipps, Booboo Stewart, Adrienne Barbeau",United States,"Horror[47]
"
Terminator Genisys,Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",United States,"Time travel action
"
Tomorrowland,Brad Bird,"Britt Robertson, George Clooney",United States,"
"
Vice,Brian A. Miller,"Bruce Willis, Thomas Jane, Ambyr Childers",United States,"
"
The 5th Wave,J Blakeson,"Chloë Grace Moretz, Nick Robinson, Alex Roe, Liev Schreiber",United States,"
"
10 Cloverfield Lane,Dan Trachtenberg,"Mary Elizabeth Winstead, John Goodman, John Gallagher Jr., Bradley Cooper",United States,"Psychological thriller
"
24,Vikram Kumar,"Suriya, Samantha Ruth Prabhu",India,"Time Travel
"
Approaching the Unknown,Mark Elijah Rosenberg,"Mark Strong, Luke Wilson, Sanaa Lathan",United States,"
"
Arrival,Denis Villeneuve,"Amy Adams, Jeremy Renner, Forest Whitaker",United States,"
"
"ARQ
","Tony Elliott
","Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Adam Butcher
","United States
Canada

","
"
Batman v Superman: Dawn of Justice,Zack Snyder,"Henry Cavill, Ben Affleck, Amy Adams, Laurence Fishburne, Gal Gadot",United States,"Superhero
"
Captain America: Civil War,Russo brothers,"Chris Evans, Robert Downey Jr., Scarlett Johansson",United States,"Superhero
"
Cell,Tod Williams,"John Cusack, Stacy Keach, Samuel L. Jackson",United States,"
"
Colossal,Nacho Vigalondo,"Anne Hathaway, Dan Stevens, Jason Sudeikis, Austin Stowell, Tim Blake Nelson",CanadaSpain,"
"
"Deadpool
","Tim Miller
","Ryan Reynolds, Morena Baccarin, Ed Skrein, T. J. Miller, Gina Carano, Brianna Hildebrand,
","United States
","Superhero
"
The Divergent Series: Allegiant,Robert Schwentke,"Shailene Woodley, Theo James",United States,"
"
Doctor Strange,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Tilda Swinton",United States,"
"
"Gantz: O
","Keiichi Sato
","Daisuke Ono, Mao Ichimichi, Tomohiro Kaku, Saori Hayami, Shūichi Ikeda, Masane Tsukayama, Yūki Kaji,
","Japan
","CGI anime science fiction
"
"Ghostbusters (2016 film)
","Paul Feig
","Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones, Charles Dance, Michael K. Williams, Chris Hemsworth
","United States
","Supernatural Comedy
"
The Girl with All the Gifts,Colm McCarthy,"Gemma Arterton, Paddy Considine, Glenn Close",United Kingdom,"
"
Independence Day: Resurgence,Roland Emmerich,"Liam Hemsworth, Jessie Usher, Jeff Goldblum",United States,"Disaster film
"
Kill Command,Steven Gomez,"Thure Lindhardt, Vanessa Kirby",United Kingdom,"
"
Max Steel,Stewart Hendler,"Ben Winchell, Ana Villafañe, Andy García",United States,"
"
Midnight Special,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst",United States,"Supernatural drama
"
Morgan,Luke Scott,"Kate Mara, Anya Taylor-Joy, Paul Giamatti",United States,"
"
The Purge: Election Year,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson",United States,"Dystopian thriller
"
Passengers,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen",United States,"Romantic drama
"
Ratchet & Clank,Kevin Munroe,"James Arnold Taylor, David Kaye, Paul Giamatti, John Goodman",United States,"Animated action comedy
"
Rogue One,Gareth Edwards,"Felicity Jones, Diego Luna, Riz Ahmed",United States,"Space opera
"
Rupture,Steven Shainberg,"Noomi Rapace, Peter Stormare, Kerry Bishé",United StatesCanada,"
"
Shin Godzilla,"Hideaki Anno, Shinji Higuchi","Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara",Japan,"Monster movie
"
Spectral,Nic Mathieu,"James Badge Dale, Max Martini, Emily Mortimer, Bruce Greenwood",United States,"Military science fiction
"
Star Trek Beyond,Justin Lin,"Chris Pine, Idris Elba, Zachary Quinto, Zoe Saldana",United States,"Action adventure
"
Teenage Mutant Ninja Turtles: Out of the Shadows,Dave Green,"Megan Fox, Stephen Amell, Will Arnett, Tyler Perry, Laura Linney",United States,"Action comedy
"
Terra Formars,Takashi Miike,,Japan,"Action horror
"
Train to Busan,Yeon Sang-ho,"Gong Yoo, Ma Dong-seok, Jung Yu-mi",South Korea,"Horror[49]
"
X-Men: Apocalypse,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac",United States,"Superhero
"
24 Hours to Live,Brain Smrz,"Ethan Hawke, Xu Qing, Paul Anderson",South AfricaUnited States,"Action thriller[50]
"
Alien: Covenant,Ridley Scott,"Michael Fassbender, Katherine Waterston",United KingdomUnited States,"
"
Attraction,Fyodor Bondarchuk,,Russia,"
"
Beyond Skyline,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Iko Uwais",United States,"
"
Blade Runner 2049,Denis Villeneuve,"Harrison Ford, Ryan Gosling, Robin Wright, Dave Bautista, Ana de Armas",United States,"
"
Blame!,Hiroyuki Seshita,,Japan,"
"
Bokeh,"Geoffrey Orthwein, Andrew Sullivan","Maika Monroe, Matt O'Leary, Arnar Jónsson",United States,"Drama
"
The Circle,James Ponsoldt,"Tom Hanks, Emma Watson, Patton Oswalt",United States,"
"
Despicable Me 3,"Pierre Coffin, Kyle Balda",Steve Carell (voice),United States,"
"
Downsizing,Alexander Payne,"Matt Damon, Christoph Waltz",United States,"Comedy-drama
"
Get Out,Jordan Peele,"Daniel Kaluuya, Allison Williams, Bradley Whitford",United States,"Horror[51]
"
Geostorm,Dean Devlin,"Gerard Butler, Abbie Cornish",United States,"Disaster film
"
Ghost in the Shell,Rupert Sanders,"Scarlett Johansson, Pilou Asbæk",United States,"1995 anime remake
"
Godzilla: Planet of the Monsters,Kōbun ShizunoHiroyuki Seshita,,Japan,"
"
Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt, Dave Bautista, Zoe Saldana",United States,"Superhero
"
How to Talk to Girls at Parties,John Cameron Mitchell,"Elle Fanning, Alex Sharp, Nicole Kidman, Ruth Wilson, Matt Lucas",United KingdomUnited States,"Romantic comedy
"
"The Humanity Bureau
","Rob W. King
","Nicolas Cage, Sarah Lind, Hugh Dillon,Jakob Davies
","Canada
","Thriller
"
"IBoy
","Adam Randall
","Bill Milner, Maisie Williams, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi, Miranda Richardson, Rory Kinnear
","United Kingdom
","Teen thriller film
"
Kill Switch,Tim Smit,"Dan Stevens, Bérénice Marlohe, Tygo Gernandt, Charity Wakefield, Bas Keijzer, Mike Libanon, Mike Reus",United States,"
"
Justice League,Zack Snyder,"Henry Cavill, Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller, Ray Fisher",United States,"
"
The Last Scout,Simon Phillips,"Blaine Grey, Simon Phillips, Peter Woodward",United Kingdom,"[52]
"
Life,Daniel Espinosa,"Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal, Hiroyuki Sanada",United States,"Horror thriller
"
Logan,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen",United States,"Superhero drama
"
The Man from Earth: Holocene,Richard Schenkman,"David Lee Smith, William Katt, Vanessa Williams, Michael Dorn, Sterling Knight, Brittany Curran, Carlos Knight, Akemi Look, John Billingsley",United States,"Sequel to The Man from Earth (2007)
"
The Man with the Magic Box,Bodo Kox,"Olga Bołądź, Piotr Polak, Sebastian Stankiewicz",PolandItaly,"Dystopian thriller, time travel
"
"Orbiter 9
","Hatem Khraiche
","Clara Lago, Álex González
","Spain
Colombia

","Romantic drama
"
OtherLife,Ben C. Lucas,"Jessica De Gouw, T.J. Power, Thomas Cocquerel, Clarence Ryan, Tiriel Mora, Adriane Daff",Australia,"Thriller
"
Power Rangers,Dean Israelite,"Naomi Scott, Becky G, RJ Cyler, Dacre Montgomery, Ludi Lin",United States,"Superhero Coming-of-age
"
The Recall,Mauro Borrelli,"Wesley Snipes, RJ Mitte",United StatesCanada,"
"
"Rememory
","Mark Palansky
","Peter Dinklage, Julia Ormond, Anton Yelchin, Colin Lawrence
","United Kingdom
United States
Canada

","Mystery film
"
Resident Evil: The Final Chapter,Paul W. S. Anderson,"Milla Jovovich, Ali Larter, Shawn Roberts",United StatesFrance,"Horror action
"
Revolt,Joe Miale,"Lee Pace, Bérénice Marlohe",United States,"
"
"Singularity
","Robert Kouba
","John Cusack, Carmen Argenziano, Julian Schaffner, Jeannine Wacker [de]
","Switzerland United States
","
"
The Space Between Us,Peter Chelsom,"Asa Butterfield, Britt Robertson, Gary Oldman",United States,"Romantic drama
"
"Spider-Man: Homecoming
","Jon Watts
","Tom Holland, Michael Keaton, Jon Favreau, Gwyneth Paltrow, Zendaya, Donald Glover, Jacob Batalon, Laura Harrier, Tony Revolori, Bokeem Woodbine, Tyne Daly, Marisa Tomei, Robert Downey Jr.
","United States
","Superhero
"
Star Wars: The Last Jedi,Rian Johnson,"Adam Driver, Daisy Ridley, John Boyega, Oscar Isaac",United States,"Space opera
"
Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett",United States,"Superhero
"
Time Trap,Ben Foster and Mark Dennis,"Brianne Howey, Cassidy Erin Gifford, Olivia Draguicevich, Andrew Wilson, Reiley McClendon",United States,"Adventure
"
Transformers: The Last Knight,Michael Bay,"Mark Wahlberg, Isabela Moner, Josh Duhamel, Tyrese Gibson",United States,"Action
"
Valerian and the City of a Thousand Planets,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke",France,"
"
War for the Planet of the Apes,Matt Reeves,"Andy Serkis, Steve Zahn, Woody Harrelson",United States,"
"
Werewolves of the Third Reich,Andrew Jones,"Annabelle Lanyon, Lee Bane, Derek Nelson",United Kingdom,"Horror[53]
"
What Happened to Monday,Tommy Wirkola,"Noomi Rapace, Willem Dafoe, Glenn Close",United KingdomUnited StatesFranceBelgium,"
"
2.0,S. Shankar,"Rajinikanth, Amy Jackson",India,"Action
"
Annihilation,Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson",United States,"Horror
"
Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried",United States,"Thriller
"
Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas",United States,"Superhero
"
Avengers: Infinity War,Russo brothers,"Robert Downey Jr., Josh Brolin, Chris Evans, Scarlett Johansson",United States,"Superhero
"
"Await Further Instructions
","Johnny Kevorkian
","Sam Gittins, Neerja Naik, Abigail Cruttenden, David Bradley,
","United Stats
","Horror, Mystery
"
"A.X.L.
","Oliver Daly
","Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains,Thomas Jane
","United States
","Adventure
"
Black Panther,Ryan Coogler,"Chadwick Boseman, Lupita Nyong'o, Michael B. Jordan",United States,"Superhero[54]
"
Bumblebee,Travis Knight,"Hailee Steinfeld, John Cena",United States,"Action
"
The Cloverfield Paradox,Julius Onah,"David Oyelowo, Gugu Mbatha-Raw",United States,"Horror
"
Deadpool 2,David Leitch,"Ryan Reynolds, Josh Brolin",United States,"Superhero
"
